gender,age,income,ed,card,jobsat,union,polview
Male,55,54,14,Mastercard,Highly satisfied,No,Moderate
Female,62,74,16,American Express,Somewhat dissatisfied,Yes,Moderate
Male,66,66,17,Mastercard,Neutral,No,Moderate
Female,45,32,18,Visa,Somewhat dissatisfied,No,Liberal
Female,66,34,18,American Express,Highly dissatisfied,No,Slightly conservative
Male,54,126,19,American Express,Highly satisfied,No,Conservative
Female,50,51,12,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,61,15,7,Mastercard,Somewhat satisfied,No,Moderate
Female,70,88,17,American Express,Highly satisfied,No,Slightly conservative
Female,39,46,12,Other,Highly dissatisfied,No,Conservative
Female,25,12,18,Discover,Somewhat dissatisfied,Yes,Slightly conservative
Female,38,33,18,Discover,Highly dissatisfied,No,Liberal
Male,48,56,15,American Express,Somewhat satisfied,No,Moderate
Male,53,196,15,Discover,Somewhat satisfied,No,Moderate
Female,79,17,18,Mastercard,Somewhat satisfied,No,Slightly liberal
Male,73,35,9,Visa,Somewhat satisfied,No,Moderate
Female,79,15,9,Visa,Neutral,No,Moderate
Male,72,24,15,Visa,Somewhat satisfied,Yes,Slightly conservative
Female,24,23,19,Mastercard,Highly dissatisfied,No,Moderate
Female,57,12,17,American Express,Highly satisfied,Yes,Moderate
Male,18,12,13,American Express,Highly dissatisfied,No,Moderate
Male,54,245,12,Mastercard,Highly satisfied,No,Moderate
Male,56,81,12,American Express,Somewhat satisfied,Yes,Moderate
Male,49,80,14,Discover,Somewhat satisfied,No,Moderate
Female,31,95,19,Discover,Highly dissatisfied,No,Conservative
Female,39,40,10,Mastercard,Somewhat satisfied,No,Conservative
Female,42,71,16,Visa,Highly dissatisfied,No,Slightly conservative
Male,53,48,11,Visa,Somewhat satisfied,No,Moderate
Male,22,28,17,Discover,Highly dissatisfied,No,Slightly conservative
Female,21,19,16,Mastercard,Highly dissatisfied,Yes,Moderate
Female,21,17,13,Mastercard,Highly dissatisfied,No,Moderate
Male,18,23,13,Mastercard,Highly dissatisfied,Yes,Liberal
Male,72,27,20,American Express,Highly dissatisfied,No,Slightly conservative
Male,73,39,12,Discover,Highly satisfied,No,Moderate
Male,79,14,18,American Express,Highly satisfied,No,Liberal
Male,19,18,14,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,52,32,10,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,57,88,12,Mastercard,Neutral,No,Moderate
Female,69,14,21,Discover,Neutral,No,Liberal
Male,24,26,19,Discover,Highly dissatisfied,No,Moderate
Male,77,160,17,Discover,Highly satisfied,No,Slightly conservative
Female,27,26,14,American Express,Somewhat dissatisfied,No,Moderate
Male,70,61,20,Discover,Somewhat satisfied,No,Moderate
Male,76,12,10,Mastercard,Somewhat satisfied,No,Moderate
Male,67,137,16,Discover,Somewhat satisfied,No,Moderate
Female,30,29,11,Visa,Somewhat dissatisfied,Yes,Liberal
Female,37,38,14,Mastercard,Somewhat satisfied,No,Liberal
Female,24,31,9,Visa,Highly dissatisfied,No,Moderate
Female,34,19,14,Discover,Somewhat satisfied,No,Moderate
Male,57,105,15,Discover,Somewhat satisfied,Yes,Moderate
Female,43,69,21,Discover,Highly dissatisfied,No,Liberal
Male,24,24,13,Visa,Somewhat dissatisfied,No,Conservative
Male,44,184,19,Discover,Highly satisfied,No,Slightly liberal
Female,58,145,18,Visa,Neutral,No,Moderate
Male,24,28,17,Discover,Highly dissatisfied,No,Liberal
Female,29,43,13,American Express,Neutral,No,Moderate
Female,66,72,12,Visa,Somewhat satisfied,No,Moderate
Female,31,25,17,Visa,Highly dissatisfied,No,Liberal
Female,63,31,18,Visa,Neutral,Yes,Moderate
Male,36,54,18,Discover,Highly dissatisfied,No,Slightly liberal
Female,38,45,21,Mastercard,Highly dissatisfied,No,Moderate
Female,39,32,11,Visa,Somewhat satisfied,No,Conservative
Male,65,38,14,Discover,Somewhat dissatisfied,Yes,Moderate
Female,43,59,20,Discover,Somewhat satisfied,No,Moderate
Female,59,34,16,American Express,Highly dissatisfied,Yes,Moderate
Male,74,70,16,Mastercard,Highly satisfied,No,Moderate
Female,59,32,11,Discover,Highly dissatisfied,No,Conservative
Female,24,14,12,Visa,Highly satisfied,No,Conservative
Female,77,15,16,American Express,Somewhat dissatisfied,Yes,Slightly conservative
Female,24,30,10,Mastercard,Highly dissatisfied,No,Liberal
Female,25,25,13,Visa,Highly dissatisfied,No,Slightly conservative
Female,28,15,20,Discover,Highly dissatisfied,No,Moderate
Female,18,16,13,Mastercard,Somewhat dissatisfied,No,Moderate
Female,52,36,12,Visa,Somewhat satisfied,Yes,Moderate
Female,35,16,7,Mastercard,Highly dissatisfied,No,Liberal
Female,64,24,16,Mastercard,Somewhat satisfied,No,Moderate
Male,32,21,11,Mastercard,Highly dissatisfied,Yes,Moderate
Male,60,28,7,Other,Somewhat satisfied,No,Moderate
Male,59,89,15,Discover,Somewhat satisfied,No,Slightly liberal
Male,38,34,10,Other,Neutral,No,Conservative
Female,57,68,10,Discover,Highly satisfied,No,Extremely conservative
Male,28,32,18,Discover,Highly dissatisfied,No,Moderate
Male,26,31,15,American Express,Somewhat dissatisfied,No,Moderate
Male,27,21,12,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,69,10,17,American Express,Somewhat dissatisfied,Yes,Liberal
Male,63,90,18,Discover,Highly satisfied,No,Moderate
Female,67,89,20,American Express,Highly dissatisfied,No,Slightly conservative
Male,40,63,12,American Express,Highly satisfied,No,Conservative
Male,34,38,11,American Express,Somewhat satisfied,No,Slightly conservative
Female,32,38,20,Visa,Highly dissatisfied,Yes,Moderate
Female,63,41,18,Mastercard,Somewhat satisfied,No,Liberal
Female,40,19,13,Visa,Neutral,No,Moderate
Female,43,30,9,Visa,Highly satisfied,No,Slightly conservative
Male,66,34,10,Discover,Neutral,No,Slightly liberal
Female,47,39,16,Mastercard,Somewhat satisfied,No,Liberal
Female,19,35,14,Visa,Neutral,No,Slightly conservative
Male,41,21,9,Visa,Somewhat satisfied,No,Moderate
Female,68,17,15,Visa,Somewhat satisfied,No,Liberal
Female,27,21,14,Mastercard,Somewhat dissatisfied,No,Liberal
Male,78,25,9,Discover,Somewhat satisfied,No,Slightly conservative
Male,51,54,19,Discover,Somewhat satisfied,No,Liberal
Female,78,12,14,Mastercard,Neutral,No,Moderate
Male,42,45,19,Discover,Somewhat dissatisfied,No,Liberal
Male,45,28,10,Mastercard,Highly satisfied,Yes,Slightly conservative
Female,40,31,19,Visa,Somewhat dissatisfied,No,Liberal
Male,67,39,12,American Express,Somewhat satisfied,No,Moderate
Female,30,25,14,Mastercard,Somewhat dissatisfied,No,Conservative
Male,51,143,18,American Express,Highly satisfied,No,Slightly conservative
Male,57,51,13,Discover,Somewhat dissatisfied,No,Conservative
Female,68,10,14,Visa,Highly satisfied,No,Moderate
Male,54,642,22,Discover,Neutral,No,Conservative
Female,51,59,15,Mastercard,Highly dissatisfied,No,Slightly liberal
Female,47,59,12,Mastercard,Somewhat dissatisfied,No,Liberal
Male,69,56,12,Discover,Highly satisfied,Yes,Conservative
Female,38,76,17,Discover,Somewhat satisfied,No,Slightly conservative
Male,45,19,20,American Express,Somewhat satisfied,No,Slightly liberal
Female,39,22,17,Visa,Neutral,No,Slightly conservative
Female,47,76,15,American Express,Somewhat dissatisfied,Yes,Moderate
Male,46,110,18,Mastercard,Somewhat dissatisfied,No,Liberal
Male,46,52,15,Other,Somewhat dissatisfied,Yes,Moderate
Female,51,76,13,Visa,Neutral,No,Slightly liberal
Male,51,36,17,American Express,Somewhat satisfied,No,Liberal
Male,75,11,14,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,41,37,11,Discover,Neutral,Yes,Slightly conservative
Female,27,24,17,Discover,Neutral,No,Liberal
Female,37,32,20,Visa,Neutral,No,Moderate
Female,35,96,17,American Express,Somewhat satisfied,No,Moderate
Male,51,151,18,Visa,Somewhat satisfied,Yes,Liberal
Male,44,83,18,Visa,Highly dissatisfied,No,Conservative
Female,46,89,13,Visa,Highly satisfied,No,Extremely liberal
Male,42,42,15,Mastercard,Somewhat satisfied,Yes,Slightly liberal
Female,31,31,15,Discover,Somewhat satisfied,No,Slightly conservative
Female,51,43,15,Discover,Neutral,No,Slightly liberal
Male,27,23,21,Discover,Highly dissatisfied,Yes,Liberal
Male,77,17,12,Mastercard,Neutral,No,Moderate
Female,54,41,12,Mastercard,Somewhat dissatisfied,No,Conservative
Male,39,92,19,Mastercard,Somewhat satisfied,No,Moderate
Female,69,13,16,Visa,Neutral,No,Slightly liberal
Female,29,27,15,Mastercard,Somewhat satisfied,No,Conservative
Female,45,37,7,Visa,Highly dissatisfied,No,Slightly conservative
Female,47,92,7,Discover,Highly satisfied,No,Conservative
Male,32,48,20,American Express,Somewhat dissatisfied,No,Moderate
Female,35,72,14,Mastercard,Highly satisfied,Yes,Moderate
Male,31,17,17,Visa,Highly dissatisfied,No,Slightly conservative
Female,68,56,8,Visa,Highly satisfied,No,Conservative
Male,56,82,15,Discover,Neutral,No,Moderate
Female,60,44,9,Visa,Somewhat dissatisfied,Yes,Slightly conservative
Male,40,39,18,Discover,Somewhat satisfied,No,Liberal
Female,68,36,15,Mastercard,Highly satisfied,No,Moderate
Female,26,72,18,American Express,Highly dissatisfied,No,Slightly liberal
Male,65,273,15,Mastercard,Highly satisfied,No,Conservative
Male,41,91,20,Discover,Highly dissatisfied,No,Slightly liberal
Female,68,15,13,American Express,Somewhat satisfied,No,Moderate
Male,63,52,16,American Express,Somewhat satisfied,Yes,Moderate
Male,18,14,12,Visa,Highly dissatisfied,No,Liberal
Male,57,93,17,Mastercard,Neutral,No,Liberal
Male,51,56,14,American Express,Neutral,No,Slightly conservative
Male,41,68,15,Mastercard,Highly satisfied,No,Conservative
Male,56,183,20,Mastercard,Neutral,No,Slightly conservative
Female,39,43,20,Visa,Neutral,Yes,Slightly conservative
Female,61,40,12,Mastercard,Somewhat satisfied,No,Moderate
Male,49,69,17,Discover,Somewhat satisfied,No,Conservative
Male,61,9,18,American Express,Highly dissatisfied,No,Extremely liberal
Female,41,54,15,Visa,Somewhat satisfied,No,Liberal
Female,39,48,17,American Express,Somewhat dissatisfied,No,Extremely liberal
Male,67,27,9,Discover,Highly dissatisfied,No,Moderate
Female,52,47,11,Mastercard,Somewhat dissatisfied,No,Liberal
Female,35,60,14,Mastercard,Highly dissatisfied,No,Conservative
Female,33,35,16,Discover,Highly dissatisfied,No,Liberal
Female,34,51,16,Visa,Somewhat satisfied,No,Moderate
Male,54,30,16,Discover,Somewhat satisfied,No,Moderate
Male,75,40,11,Visa,Somewhat dissatisfied,No,Moderate
Male,71,68,20,Discover,Highly satisfied,No,Conservative
Male,72,24,8,American Express,Neutral,No,Conservative
Female,52,29,7,Visa,Highly satisfied,Yes,Slightly liberal
Female,63,37,20,Visa,Somewhat satisfied,No,Conservative
Female,32,50,13,Other,Somewhat dissatisfied,No,Moderate
Male,24,64,19,Discover,Neutral,No,Liberal
Male,74,51,17,Visa,Highly satisfied,No,Slightly conservative
Female,19,21,14,American Express,Highly dissatisfied,No,Slightly conservative
Female,74,27,9,Other,Highly satisfied,No,Moderate
Female,72,9,13,Mastercard,Somewhat satisfied,No,Liberal
Female,38,38,10,Visa,Neutral,No,Moderate
Female,75,14,11,Visa,Highly satisfied,No,Conservative
Female,62,157,13,Mastercard,Neutral,No,Moderate
Female,53,18,14,Mastercard,Highly dissatisfied,No,Moderate
Female,51,122,15,Visa,Neutral,Yes,Extremely conservative
Male,61,232,11,Discover,Highly satisfied,No,Moderate
Male,56,34,18,American Express,Highly satisfied,No,Conservative
Male,23,20,16,Visa,Somewhat satisfied,No,Liberal
Female,54,62,11,Visa,Neutral,No,Moderate
Male,33,57,22,Mastercard,Highly dissatisfied,Yes,Conservative
Female,50,50,20,Visa,Neutral,No,Moderate
Male,21,52,16,American Express,Highly dissatisfied,Yes,Slightly liberal
Male,70,22,16,Mastercard,Neutral,No,Moderate
Male,62,30,19,Visa,Neutral,No,Slightly conservative
Male,66,9,8,Mastercard,Somewhat satisfied,No,Slightly liberal
Male,66,64,10,Mastercard,Highly dissatisfied,No,Conservative
Male,31,32,12,Visa,Somewhat satisfied,No,Moderate
Female,78,38,15,Mastercard,Highly satisfied,Yes,Moderate
Male,69,20,14,Discover,Highly satisfied,No,Slightly liberal
Female,33,36,10,Mastercard,Somewhat satisfied,Yes,Moderate
Female,41,46,16,Discover,Somewhat satisfied,No,Conservative
Male,22,15,15,Discover,Highly dissatisfied,No,Moderate
Male,28,24,14,Visa,Neutral,No,Liberal
Male,76,21,12,Mastercard,Somewhat satisfied,No,Moderate
Female,26,81,20,Discover,Highly dissatisfied,No,Moderate
Female,49,145,18,Discover,Highly dissatisfied,No,Conservative
Male,44,24,16,Mastercard,Somewhat satisfied,No,Moderate
Female,78,12,11,Other,Somewhat satisfied,No,Conservative
Female,44,79,9,Visa,Somewhat satisfied,No,Slightly conservative
Female,56,12,14,American Express,Highly dissatisfied,No,Slightly liberal
Female,71,24,15,Visa,Highly dissatisfied,Yes,Slightly conservative
Male,22,38,16,Mastercard,Highly dissatisfied,Yes,Conservative
Male,54,30,12,Visa,Neutral,No,Moderate
Male,41,119,18,American Express,Somewhat satisfied,No,Conservative
Male,20,18,15,American Express,Neutral,No,Slightly liberal
Female,64,10,8,Visa,Highly satisfied,Yes,Slightly liberal
Female,50,50,15,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,33,31,11,Visa,Highly dissatisfied,No,Moderate
Female,77,48,15,Other,Highly satisfied,Yes,Moderate
Female,31,23,11,Mastercard,Neutral,No,Liberal
Male,66,18,13,Mastercard,Somewhat dissatisfied,No,Moderate
Female,35,26,10,Visa,Somewhat dissatisfied,Yes,Moderate
Male,69,91,13,Visa,Highly satisfied,No,Moderate
Male,78,17,14,Discover,Neutral,No,Slightly conservative
Male,18,29,13,Discover,Highly dissatisfied,Yes,Conservative
Female,65,70,17,Visa,Somewhat satisfied,No,Slightly conservative
Male,24,22,17,Mastercard,Highly dissatisfied,No,Liberal
Male,35,32,14,Visa,Highly dissatisfied,No,Slightly conservative
Male,31,113,17,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,22,26,11,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,33,91,19,Discover,Neutral,No,Moderate
Male,74,12,15,Visa,Highly satisfied,No,Moderate
Female,22,30,17,Visa,Highly dissatisfied,No,Moderate
Male,46,75,17,Mastercard,Highly satisfied,No,Moderate
Female,32,47,10,Visa,Highly satisfied,No,Conservative
Male,34,49,18,Discover,Highly dissatisfied,No,Slightly conservative
Male,29,30,17,Mastercard,Neutral,No,Slightly conservative
Female,72,59,10,Other,Somewhat satisfied,No,Moderate
Female,20,18,10,Mastercard,Somewhat dissatisfied,No,Moderate
Male,22,15,12,Discover,Highly satisfied,No,Moderate
Female,32,55,21,American Express,Highly dissatisfied,No,Extremely liberal
Male,59,128,18,Discover,Neutral,No,Liberal
Male,63,103,15,American Express,Highly satisfied,No,Conservative
Male,51,70,12,Other,Somewhat satisfied,Yes,Conservative
Male,69,62,19,American Express,Somewhat dissatisfied,Yes,Liberal
Male,37,53,15,American Express,Somewhat dissatisfied,No,Slightly liberal
Male,22,14,9,Mastercard,Highly dissatisfied,No,Moderate
Male,46,122,20,Visa,Somewhat satisfied,No,Conservative
Male,36,26,12,Mastercard,Neutral,No,Conservative
Male,22,38,15,Discover,Highly dissatisfied,No,Moderate
Female,68,50,13,Visa,Highly satisfied,No,Slightly liberal
Male,68,12,15,Mastercard,Highly satisfied,No,Moderate
Female,35,100,12,Other,Neutral,No,Conservative
Female,36,33,16,Discover,Neutral,No,Conservative
Female,23,18,11,Visa,Somewhat satisfied,No,Moderate
Male,76,10,14,American Express,Neutral,Yes,Liberal
Female,27,38,18,Mastercard,Highly dissatisfied,No,Moderate
Female,66,34,17,Mastercard,Neutral,No,Moderate
Male,26,34,16,Discover,Highly dissatisfied,No,Moderate
Female,73,15,15,Discover,Somewhat dissatisfied,No,Slightly liberal
Male,59,38,9,Visa,Somewhat dissatisfied,No,Moderate
Female,51,173,13,Discover,Highly satisfied,Yes,Slightly conservative
Male,36,38,10,Mastercard,Highly dissatisfied,No,Liberal
Female,71,10,14,Mastercard,Neutral,Yes,Liberal
Male,49,26,15,Discover,Neutral,No,Slightly conservative
Female,69,13,9,Visa,Highly satisfied,No,Moderate
Female,35,26,19,Mastercard,Highly dissatisfied,Yes,Moderate
Male,43,60,14,Discover,Highly satisfied,No,Moderate
Female,59,55,19,Discover,Somewhat dissatisfied,No,Moderate
Male,61,211,19,Mastercard,Highly satisfied,Yes,Slightly conservative
Female,19,27,14,American Express,Highly dissatisfied,No,Slightly conservative
Female,19,32,14,Discover,Somewhat dissatisfied,Yes,Moderate
Male,26,25,17,American Express,Highly dissatisfied,No,Slightly conservative
Male,60,101,18,American Express,Highly satisfied,No,Moderate
Female,32,30,19,American Express,Neutral,Yes,Moderate
Male,30,32,13,Discover,Highly dissatisfied,No,Moderate
Male,72,18,17,Discover,Somewhat satisfied,Yes,Liberal
Male,23,39,10,American Express,Highly dissatisfied,No,Liberal
Male,32,81,19,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,24,31,19,Discover,Somewhat dissatisfied,No,Liberal
Female,78,26,12,Visa,Somewhat satisfied,No,Slightly liberal
Male,57,220,15,American Express,Neutral,No,Moderate
Female,37,150,17,American Express,Neutral,No,Moderate
Female,25,32,15,Discover,Neutral,No,Conservative
Female,70,58,23,Discover,Somewhat satisfied,No,Moderate
Male,31,50,17,American Express,Highly satisfied,No,Conservative
Male,68,64,7,Visa,Highly satisfied,No,Slightly conservative
Male,53,174,19,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,47,55,17,Discover,Neutral,No,Liberal
Female,22,25,14,Visa,Highly dissatisfied,Yes,Moderate
Male,30,67,19,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,75,21,12,Mastercard,Neutral,No,Moderate
Male,44,34,11,Mastercard,Somewhat dissatisfied,Yes,Conservative
Male,71,11,17,Visa,Somewhat satisfied,No,Conservative
Male,77,15,13,Discover,Highly satisfied,No,Moderate
Male,68,9,10,Visa,Highly satisfied,No,Liberal
Male,23,43,18,American Express,Somewhat dissatisfied,No,Extremely liberal
Female,65,66,15,Visa,Somewhat dissatisfied,No,Liberal
Male,24,18,17,Visa,Highly dissatisfied,No,Moderate
Female,65,13,17,Other,Somewhat dissatisfied,No,Slightly conservative
Female,49,28,17,Mastercard,Highly dissatisfied,Yes,Slightly liberal
